instructionCount, 17
NONE, 0
ALU, 0
SHIFT, 0
LOAD, 0
STORE, 0
BRANCH, 0
JUMP, 17
OTHER, 0
NONE, 0
add, 0
sub, 0
and, 0
or, 0
not, 0
shl, 0
shr, 0
ldi, 0
ld, 0
st, 0
br, 0
bz, 0
bn, 0
jal, 0
jr, 17
sys, 0
